Name,Price,Old Price,Discount
"Стейк говяжий Мясо есть! Тип без кости категория А охлаждённый, 200г",279.99,,
"Стейк говяжий Мираторг Black Angus Стриплойн без кости категория А охлаждённый, 320г",779.99,,
"Стейк говяжий Праймбиф Минутка без кости категория А охлаждённый, 400г",659.99,,
"Стейк говяжий Мираторг Пиканья Black Angus без кости категория А охлаждённый, 325г",559.99,,
"Стейк говяжий Мираторг Топ Блейд без кости категория А охлаждённый, 460г",799.99,,
"Гуляш из говядины Эколь Халяль, 400г",339.99,,
"Лопаточная часть говяжья Перекрёсток без кости, кг",679.0,,
"Мясо говяжье Перекрёсток для бульона, кг",599.0,,
"Гуляш с клецками по-венгерски Шеф Перекрёсток, 240г",269.99,,
"Стейк говяжий Мираторг Стриплойн Black Angus Signature без кости категория А охлаждённый, 640г",2599.0,,
"Фарш Перекрёсток говяжий, кг",539.0,,
"Шницель говяжий Мираторг охлаждённый, 430г",599.99,,
"Бургер из говядины Мираторг охлаждённый, 200г",99.0,164.99,40.0
"Говядина Пр!ст Классическая тушеная, 325г",129.9,,
"Гуляш из говядины Перекрёсток, кг",719.0,,
"Карпаччо из мраморной говядины Мираторг охлаждённое, 90г",194.99,,
"Шейная часть говяжья Перекрёсток без кости, кг",599.9,689.0,13.0
"Медальоны говяжьи Мираторг из яблочка охлаждённые, 490г",659.99,,
"Лапша Big Bon говядина + соус с базиликом, 75г",19.99,34.99,43.0
"Пюре мясное Агуша Говядина 6.2% с 6 месяцев, 80г",95.99,,
"Котлеты из говядины Мираторг категории Б, 400г",179.99,269.99,33.0
"Фарш Черкизово домашний полуфабрикат охлаждённый, 400г",169.9,,
"Вермишель Роллтон По-домашнему с говядиной, 85г",33.99,,
"Лапша Доширак Чан рамен быстрого приготовления с острой говядиной, 120г",71.99,,
"Лакомство Dreamies с говядиной для кошек, 140г",149.99,,
"Колбаски из говядины Мираторг Чевапчичи, 300г",219.0,,
"Печень говяжья Перекрёсток, кг",319.9,,
"Говядина Барс Экстра тушёная высший сорт ГОСТ, 325г",339.99,,
"Лакомство Dreamies с говядиной для кошек, 60г",71.99,,
"Говядина Скопинский МК банка №8 тушёная высший сорт ГОСТ, 325г",209.99,,
"Говядина Главпродукт тушёная высший сорт, 338г",199.99,259.99,23.0
"Говядина Главпродукт Экстра тушёная высший сорт, 338г",309.99,,
"Бекон из мраморной говядины Мираторг охлаждённый, 190г",189.9,,
"Суп Sen Soy Premium Pho Bo с рисовой лапшой под соусом, 125г",209.99,,
"Говядина Курганский Стандарт тушёная высший сорт, 338г",219.99,,
"Говядина Батькин Резерв Экстра тушёная высший сорт, 338г",369.99,,
"Говядина кусковая Гродфуд тушёная в собственном соку, 338г",319.99,,
"Вермишель Роллтон с говядиной и соусом пикантная заправка на домашнем бульоне, 65г",14.9,19.9,25.0
"Пюре картофельное Big Bon По-домашнему с кусочками тушёной говядины, 110г",109.99,,
"Говядина Скопинский МК тушёная высший сорт ГОСТ, 500г",259.99,,
"Фарш из телятины Мясо Есть! охлаждённый, 400г",279.99,,
"Говядина Главпродукт тушёная высший сорт, 525г",369.99,,
"Говядина Главпродукт тушёная высшего сорта, 338г",229.99,349.99,34.0
"Блины Пр!ст с мясом замороженные, 420г",95.99,,
"Солянка мясная Шеф Перекрёсток, 300г",119.99,159.99,25.0
"Сухарики Хрусteam Стейк Барбекю, 40г",25.99,,
"Мясо цыплёнка Пр!ст в собственном соку, 325г",69.9,,
"Борщ Украинский Шеф Перекрёсток, 300г",149.99,,
"Салат мясной Шеф Перекрёсток, 200г",169.99,,
"Крабовое мясо Русское море имитация охлаждённое, 200г",99.99,119.99,17.0
"Крабовое мясо Vici имитация охлаждённое, 220г",99.99,159.99,38.0
"Блины Пр!ст с творожной начинкой замороженные, 420г",89.99,,
"Пироги по-корейски на пару Шеф Перекрёсток, 240г",159.99,,
"Крабовое мясо Меридиан, 200г",99.99,149.99,33.0
"Блинчики с мясом Шеф Перекрёсток, 240г",199.99,,
"Тушка цыплёнка 1 сорт охлаждённый, кг",164.99,,
"Пастуший пирог Шеф Перекрёсток с говядиной, 460г",399.99,,
"Мясо цыплёнка Маркет Перекрёсток в собственном соку, 325г",119.99,,
"Мясо косули Балтийский Деликатес тушёное, 325г",279.99,,
"Медальоны из мяса индейки Шеф Перекрёсток, 500г",219.99,259.99,15.0
"Цыплёнок Петелинка 1 категория охлаждённый, кг",229.0,,
"Пюре мясное Агуша Кролик 7% с 6 месяцев, 80г",139.99,,
"Суп Агуша Борщ-Цыпленок для детского питания с 9 месяцев 1.5%, 170г",79.99,,
"Паста Шеф Перекрёсток Болоньезе, 250г",199.99,,
"Мясо гусей Балтийский Деликатес в собственном соку, 325г",279.99,,
"Корейка свиная Перекрёсток без кости, кг",379.9,,
"Паштет нежный Пр!ст с куриным мясом, 90г",17.9,,
"Мясные консервы Балтийский Деликатес мясо оленя тушёное, 325г",269.99,,
"Колбаса варёная МД Бородина Докторская высший сорт, 500г",249.99,449.99,44.0
"Овощное рагу Агуша с индейкой и овощами с 12 месяцев 2.4%, 90г",71.99,,
"Шницель свиной Шеф Перекрёсток без кости категории А охлаждённый, 400г",209.99,,
"Кебабы Мясные Шеф Перекрёсток, 250г",199.99,,
"Агуша Овощное соте с сочным цыпленком и овощами с 12 месяцев 2.4%, 90г",79.99,,
"Азу из мяса индейки Шеф Перекрёсток без кости, 500г",239.99,,
"Креветки Новый Океан в рассоле, 180г",189.99,249.99,24.0
"Морепродукты ассорти Новый Океан замороженные, 460г",449.0,,
"Креветки Балтийский Берег Creme Le Mare рубленые в сырном соусе, 165г",154.99,,
"Креветки королевские Бухта Изобилия варёно-мороженые очищенные, 300г",399.99,599.99,33.0
"Креветки королевские 50/70 замороженные, кг",569.99,799.99,29.0
"Креветки 120/150 варёно-мороженые неочищенные, кг",599.99,799.0,25.0
"Креветки в панцире Океан Вкуса варёно-мороженые, 400г",199.99,259.99,23.0
